college,state,cds_link1,cds_link2,cds_link3,cds_link4,cds_link5
University of North Carolina Greensboro,North Carolina,https://ire.uncg.edu/wp-content/uploads/2024/07/CDS_2022-2023_07092024.pdf,https://ire.uncg.edu/wp-content/uploads/2024/04/cds2021-UNCG.pdf,,,
University of North Carolina Pembroke,North Carolina,https://www.uncp.edu/resources/institutional-research/data-reporting-center/common-data-set,,,,
University of North Carolina School of the Arts,North Carolina,https://www.uncsa.edu/about/office-of-the-provost/institutional-research/docs/CDS_2022-2023.pdf,https://www.uncsa.edu/about/office-of-the-provost/institutional-research/docs/CDS-2020-2021.pdf,,,
University of North Carolina Wilmington,North Carolina,https://uncw.edu/about/university-administration/academic-affairs/division/areas/irp/data-analytics/common-data-sets,,,,
Vance–Granville Community College,North Carolina,N/A,,,,
Wake Forest University,North Carolina,https://ir.wfu.edu/common-data-set/,,,,
Wake Technical Community College,North Carolina,N/A,,,,
Warren Wilson College,North Carolina,N/A,,,,
Wayne Community College,North Carolina,N/A,,,,
Western Carolina University,North Carolina,https://www.wcu.edu/learn/office-of-the-provost/oipe/institutional-research/common-data-sets.aspx,,,,
Western Piedmont Community College,North Carolina,N/A,,,,
Wilkes Community College,North Carolina,N/A,,,,
William Peace University,North Carolina,N/A,,,,
Wilson Community College,North Carolina,N/A,,,,
Wingate University,North Carolina,N/A,,,,
Winston-Salem State University,North Carolina,N/A,,,,
Bismarck State College,North Dakota,N/A,,,,
Cankdeska Cikana Community College,North Dakota,N/A,,,,
Dakota College at Bottineau,North Dakota,N/A,,,,
Dickinson State University,North Dakota,N/A,,,,
Lake Region State College,North Dakota,N/A,,,,
Mayville State University,North Dakota,N/A,,,,
Minot State University,North Dakota,https://www.minotstateu.edu/instplan/common_data_set.shtml,,,,
North Dakota State University,North Dakota,https://www.ndsu.edu/oira/institutional_reports/common_data_set/,,,,
Nueta Hidatsa Sahnish College,North Dakota,N/A,,,,
Rasmussen University,North Dakota,N/A,,,,
Sitting Bull College,North Dakota,N/A,,,,
Trinity Bible College and Graduate School,North Dakota,N/A,,,,
Turtle Mountain Community College,North Dakota,N/A,,,,
United Tribes Technical College ,North Dakota,N/A,,,,
University of Jamestown,North Dakota,N/A,,,,
University of Mary,North Dakota,N/A,,,,
University of North Dakota,North Dakota,https://und.edu/analytics-and-planning/data-and-reports/common-data-set.html,,,,
Valley City State University,North Dakota,N/A,,,,
Williston State College,North Dakota,N/A,,,,
Air Force Institute of Technology,Ohio,N/A,,,,
Allegheny Wesleyan College,Ohio,N/A,,,,
Antioch College,Ohio,https://antiochcollege.edu/academics/office-institutional-effectiveness-research/,,,,
Antioch University Midwest,Ohio,N/A,,,,
Art Academy of Cincinnati,Ohio,N/A,,,,
Ashland University,Ohio,https://www.ashland.edu/university-data,,,,
Baldwin Wallace University,Ohio,https://www.bw.edu/about/offices/institutional-research-assessment/,,,,
Beckfield College,Ohio,N/A,,,,
Belmont College,Ohio,N/A,,,,
Bluffton University,Ohio,N/A,,,,
Bowling Green State University,Ohio,https://www.bgsu.edu/institutional-research/CDS.html,,,,
Capital University,Ohio,"https://www.capital.edu/about/facts-and-figures/institutional-research/#:~:text=The%20Common%20Data%20Set%20(CDS,data%20definitions%20and%20survey%20questions.",https://www.capital.edu/media/wm2mlp4l/cds-2022-2023.pdf,,,
Case Western Reserve University,Ohio,https://case.edu/ir/common-data-set-0,,,,
Cedarville University,Ohio,https://www.cedarville.edu/offices/institutional-research/common-data-set,,,,
Central Ohio Technical College,Ohio,N/A,,,,
Central State University,Ohio,N/A,,,,
Chatfield College,Ohio,N/A,,,,
Cincinnati State Technical and Community College,Ohio,N/A,,,,
Clark State Community College,Ohio,N/A,,,,
Cleveland Institute of Art,Ohio,N/A,,,,
Cleveland Institute of Electronics,Ohio,Closed,,,,
Cleveland Institute of Music,Ohio,N/A,,,,
Cleveland State University,Ohio,https://www.csuohio.edu/iraa/csu-common-data-sets-cds,,,,
Columbus College of Art and Design,Ohio,N/A,,,,
Columbus State Community College ,Ohio,N/A,,,,
Cuyahoga Community College,Ohio,N/A,,,,
Daymar College,Ohio,N/A,,,,
Defiance College,Ohio,N/A,,,,
Denison University,Ohio,https://denison.edu/forms/common-data-set,,,,
Eastern Gateway Community College,Ohio,N/A,,,,
Edison State Community College,Ohio,N/A,,,,
Franciscan University of Steubenville,Ohio,N/A,,,,
Franklin University,Ohio,N/A,,,,
Heidelberg University,Ohio,N/A,,,,
Hiram College,Ohio,https://www.hiram.edu/about-hiram-college/college-facts-statistics/,,,,
Hocking College,Ohio,N/A,,,,
John Carroll University,Ohio,https://www.jcu.edu/institutional-effectiveness/institutional-research,,,,
Kent State University,Ohio,https://www.kent.edu/ir/common-dataset-cds,,,,
Kenyon College,Ohio,https://www.kenyon.edu/offices-and-services/office-of-institutional-research/common-data-sets/,,,,
Kettering College,Ohio,https://libguides.kettering.edu/c.php?g=1123795&p=8197698,,,,
Lake Erie College,Ohio,N/A,,,,
Lakeland Community College,Ohio,N/A,,,,
Lorain County Community College,Ohio,N/A,,,,
Lourdes University,Ohio,N/A,,,,
Malone University,Ohio,https://www.malone.edu/about/assessment/assessment-indicators/,https://www.malone.edu/files/resources/cds_2022-2023.pdf,https://www.malone.edu/files/resources/cds_2021-2022_b.pdf,https://www.malone.edu/files/resources/2016-2017-common-data-set.pdf,https://www.malone.edu/files/resources/common-data-set-2012-2013.pdf
Marietta College,Ohio,https://www.marietta.edu/ir-common-data-set,,,,
Marion Technical College,Ohio,N/A,,,,
Mercy College of Ohio,Ohio,N/A,,,,
Miami University,Ohio,https://miamioh.edu/academic-affairs/institutional-research/common-data-set.html,,,,
Miami-Jacobs Career College,Ohio,N/A,,,,
Mount Carmel College of Nursing,Ohio,N/A,,,,
Mount St. Joseph University,Ohio,N/A,,,,
Mount Vernon Nazarene University,Ohio,https://mvnu.edu/about/facts-and-figures/institutional-effectiveness-office/,,,,
Muskingum University,Ohio,N/A,,,,
North Central State College,Ohio,N/A,,,,
Northeast Ohio Medical University,Ohio,N/A,,,,
Northwest State Community College,Ohio,N/A,,,,
Notre Dame College,Ohio,N/A,,,,
Oberlin College,Ohio,https://www.oberlin.edu/institutional-effectiveness/institutional-research-analytics/common-data-set,,,,
Ohio Christian University,Ohio,N/A,,,,
Ohio Dominican University,Ohio,N/A,,,,
Ohio Northern University,Ohio,https://www.onu.edu/sites/default/files/cds_2017-18_combined.pdf,https://archives.onu.edu/repositories/2/digital_objects/198,,,
Ohio State University,Ohio,https://irp.osu.edu/institutional-data-and-reports,,,,
Ohio Technical College,Ohio,N/A,,,,
Ohio University,Ohio,https://www.ohio.edu/iea/university-data,,,,
Ohio Wesleyan University,Ohio,https://www.owu.edu/about/offices-services-directory/academic-affairs/data/common-data-set/,,,,
Otterbein University,Ohio,N/A,,,,
Owens Community College,Ohio,https://www.owens.edu/media/ie/cds-2014-2015.pdf,,,,
Pontifical College Josephinum,Ohio,N/A,,,,
Remington College,Ohio,N/A,,,,
Rhodes State College,Ohio,N/A,,,,
Shawnee State University,Ohio,N/A,,,,
Sinclair Community College,Ohio,N/A,,,,
Southern State Community College,Ohio,N/A,,,,
Stark State College,Ohio,N/A,,,,
Terra State Community College,Ohio,N/A,,,,
The College of Wooster,Ohio,https://inside.wooster.edu/consumer-and-accreditation-information/common-data-sets/,,,,
Tiffin University,Ohio,https://www.tiffin.edu/about/tu-at-a-glance/institutional-research/,,,,
Union Institute & University,Ohio,N/A,,,,
University of Akron,Ohio,https://www.uakron.edu/ir/common-data-set.dot,,,,
University of Cincinnati,Ohio,https://www.uc.edu/about/provost/colleges-and-offices/offices/institutional-research/facts-dashboards.html,,,,
University of Dayton,Ohio,https://udayton.edu/provost/ods/common_data_set.php,https://udayton.edu/provost/ods/_resources/documents/common-data-set-2022-23.pdf,,,
University of Findlay,Ohio,N/A,,,,
University of Mount Union,Ohio,N/A,,,,
University of Northwestern Ohio,Ohio,N/A,,,,
University of Rio Grande,Ohio,N/A,,,,
University of Toledo,Ohio,https://www.utoledo.edu/offices/institutional-research/home/university-facts.html,,,,
Ursuline College,Ohio,N/A,,,,
Walsh University,Ohio,N/A,,,,
Washington State Community College,Ohio,N/A,,,,
Wilberforce University ,Ohio,N/A,,,,
Wilmington College,Ohio,N/A,,,,
Wittenberg University,Ohio,https://www.wittenberg.edu/administration/provost/academic-affairs-and-institutional-research,,,,
Wright State University,Ohio,https://corescholar.libraries.wright.edu/common-data-set/,,,,
Xavier University,Ohio,https://www.xavier.edu/institutional-research/reports-and-documents/commondataset,,,,
Youngstown State University,Ohio,N/A,,,,
Zane State College ,Ohio,N/A,,,,
Bacone College,Oklahoma,N/A,,,,
Cameron University,Oklahoma,https://www.cameron.edu/iraa/institutional-data/common-data-set,,,,
Carl Albert State College,Oklahoma,N/A,,,,
Charis Bible College,Oklahoma,N/A,,,,
College of the Muscogee Nation,Oklahoma,N/A,,,,
Connors State College,Oklahoma,N/A,,,,
East Central University,Oklahoma,N/A,,,,
Eastern Oklahoma State College,Oklahoma,N/A,,,,
Family of Faith Christian University,Oklahoma,N/A,,,,
Heartland Baptist Bible College,Oklahoma,N/A,,,,
Langston University,Oklahoma,N/A,,,,
Mid-America Christian University,Oklahoma,N/A,,,,
Murray State College,Oklahoma,N/A,,,,
Northeastern Oklahoma A&M College,Oklahoma,N/A,,,,
Northeastern State University,Oklahoma,https://offices.nsuok.edu/InstitutionalEffectiveness/Reports.aspx,,,,
Northern Oklahoma College,Oklahoma,N/A,,,,
Northwestern Oklahoma State University,Oklahoma,N/A,,,,
Oklahoma Baptist University,Oklahoma,N/A,,,,
Oklahoma Christian University,Oklahoma,https://ddtjogezxr16i.cloudfront.net/images/CDS_2018-2019.pdf?,,,,
Oklahoma City Community College,Oklahoma,N/A,,,,
Oklahoma City University,Oklahoma,N/A,,,,
Oklahoma Panhandle State University,Oklahoma,N/A,,,,
Oklahoma State University,Oklahoma,https://ira.okstate.edu/cds.html,,,,
Oklahoma State University Institute of Technology,Oklahoma,https://osuit.edu/research/common-data-set.php,,,,
Oklahoma State University Oklahoma City,Oklahoma,N/A,,,,
Oklahoma Wesleyan University,Oklahoma,N/A,,,,
Oral Roberts University,Oklahoma,https://oru.edu/pdfs/facts/oral_roberts_univ_cds_2015-16.pdf,https://oru.edu/pdfs/facts-about-oru/common_data_2002.pdf,,,
Pawnee Nation College,Oklahoma,N/A,,,,
Phillips Theological Seminary,Oklahoma,N/A,,,,
Randall University,Oklahoma,N/A,,,,
Redlands Community College,Oklahoma,https://www.redlandscc.edu/about/institutional-compliance/institutional-research-and-effectiveness.php,,,,
Rogers State University,Oklahoma,https://www.rsu.edu/about/accountability-academics/common-data-set/,,,,
Rose State College,Oklahoma,N/A,,,,
Saint Paul School of Theology,Oklahoma,N/A,,,,
Seminole State College,Oklahoma,N/A,,,,
Southeastern Oklahoma State University,Oklahoma,https://www.se.edu/academic-affairs/common-data-set/,,,,
Southern Nazarene University,Oklahoma,N/A,,,,
Southwestern Christian University,Oklahoma,N/A,,,,
Southwestern Oklahoma State University,Oklahoma,https://dc.swosu.edu/com_dat/,,,,
Spartan College of Aeronautics and Technology,Oklahoma,N/A,,,,
Tulsa Community College,Oklahoma,https://www.tulsacc.edu/about-tcc/institutional-research,,,,
University of Central Oklahoma,Oklahoma,N/A,,,,
University of Oklahoma,Oklahoma,https://www.ou.edu/irr/other-reports,,,,
University of Science & Arts of Oklahoma,Oklahoma,N/A,,,,
University of Tulsa,Oklahoma,N/A,,,,
Western Oklahoma State College,Oklahoma,N/A,,,,
American College of Healthcare Sciences,Oregon,N/A,,,,
Blue Mountain Community College,Oregon,N/A,,,,
Bushnell University,Oregon,N/A,,,,
Central Oregon Community College,Oregon,https://www.cocc.edu/departments/institutional-effectiveness/more-facts/default.aspx,,,,
Chemeketa Community College,Oregon,N/A,,,,
Clackamas Community College,Oregon,N/A,,,,
Clatsop Community College,Oregon,N/A,,,,
College of Emergency Services,Oregon,N/A,,,,
Columbia Gorge Community College,Oregon,N/A,,,,
Corban University,Oregon,N/A,,,,
Eastern Oregon University,Oregon,https://www.eou.edu/institutional-effectiveness/institutional-research/common-data-set/,,,,
George Fox University,Oregon,https://www.georgefox.edu/offices/academic_affairs/effectiveness/common-data-set/index.html,,,,
Gutenberg College,Oregon,N/A,,,,
Klamath Community College,Oregon,N/A,,,,
Lane Community College,Oregon,N/A,,,,
Lewis and Clark College,Oregon,https://www.lclark.edu/offices/institutional_research/common_data_set/,,,,
Linfield College,Oregon,https://www.linfield.edu/about/institutional-research/common-data-sets.html,,,,
Linn-Benton Community College,Oregon,N/A,,,,
Mount Angel Seminary,Oregon,N/A,,,,
Mt. Hood Community College,Oregon,N/A,,,,
National University of Natural Medicine,Oregon,N/A,,,,
New Hope Christian College,Oregon,N/A,,,,
Oregon Coast Community College,Oregon,N/A,,,,
Oregon College of Oriental Medicine,Oregon,Closed,,,,
Oregon Health & Science University,Oregon,N/A,,,,
Oregon Institute of Technology,Oregon,https://www.oit.edu/institutional-research/common-data-set,,,,
Oregon State University,Oregon,https://institutionalresearch.oregonstate.edu/common-data-set,,,,
Pacific Bible College,Oregon,N/A,,,,
Pacific Northwest College of Art,Oregon,N/A,,,,
Pacific University,Oregon,https://www.pacificu.edu/about/pacific-directory/offices-departments/provost-academic-affairs/institutional-research-assessment/data-center,,,,
Portland Bible College,Oregon,N/A,,,,
Portland Community College,Oregon,N/A,,,,
Portland State University,Oregon,https://www.pdx.edu/research-planning/common-data-set-archive,,,,
Reed College,Oregon,https://www.reed.edu/ir/cds/cdsindex.html,,,,
Rogue Community College,Oregon,N/A,,,,
Southern Oregon University,Oregon,https://inside.sou.edu/ir/cds.html,,,,
Southwestern Oregon Community College,Oregon,N/A,,,,
Sumner College,Oregon,N/A,,,,
Tillamook Bay Community College,Oregon,N/A,,,,
Treasure Valley Community College,Oregon,N/A,,,,
Umpqua Community College,Oregon,N/A,,,,
University of Oregon,Oregon,https://ir.uoregon.edu/cds,,,,
University of Portland,Oregon,https://www.up.edu/ir/institutional-data/common-data-set-archives.html,,,,
University of Western States,Oregon,N/A,,,,
Warner Pacific University,Oregon,N/A,,,,
Western Oregon University,Oregon,https://wou.edu/institutionalresearch/misc-reports/,,,,
Western Seminary,Oregon,N/A,,,,
Willamette University,Oregon,https://willamette.edu/offices/ir/cds/,,,,
Academy of Vocal Arts,Pennsylvania,N/A,,,,
Albright College,Pennsylvania,N/A,,,,
All-State Career School ,Pennsylvania,N/A,,,,
Allegheny College,Pennsylvania,https://sites.allegheny.edu/institutional-effectiveness/the-common-data-set/,,,,
Altierus Career College,Pennsylvania,Closed,,,,
Alvernia University,Pennsylvania,N/A,,,,
Antonelli College,Pennsylvania,Closed,,,,
Arcadia University,Pennsylvania,https://www.arcadia.edu/about-arcadia/offices-facilities-services/institutional-research-effectiveness/external-reporting/,,,,
ASPIRA City College,Pennsylvania,N/A,,,,
Berks Technical Institute,Pennsylvania,N/A,,,,
Bloomsburg University of Pennsylvania,Pennsylvania,N/A,,,,
